MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice
20,RL,102.0,9373,IR1,Corner,NAmes,1Story,5,6,1953,1953,MetalSd,MetalSd,BrkFace,84.0,TA,CBlock,TA,No,Rec,500,196,456,1152,TA,1152,0,0,1152,0.0,0.0,1,1,3,1,TA,6,0,Detchd,1971.0,Unf,2,636,0,0,0,0,0,0,0,5,2008,137500
20,RL,95.0,14250,Reg,Inside,NAmes,1Story,6,5,1957,1957,Plywood,Plywood,BrkFace,360.0,TA,CBlock,TA,No,Unf,0,0,998,998,TA,1790,0,0,1790,0.0,0.0,2,0,3,1,TA,6,2,Attchd,1957.0,Fin,2,540,0,40,0,0,0,0,1500,9,2008,180000
90,RL,76.0,12436,Reg,Inside,NAmes,1Story,5,5,1957,1957,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,No,Unf,0,0,1824,1824,Other,1824,0,0,1824,0.0,0.0,2,0,5,2,TA,9,0,Detchd,1958.0,Unf,2,484,0,0,0,0,0,0,0,1,2008,146000
50,RL,45.0,7506,Reg,Corner,OldTown,1.5Fin,5,8,1925,1950,VinylSd,VinylSd,None,0.0,TA,PConc,TA,No,Unf,0,0,747,747,TA,747,412,0,1159,0.0,0.0,1,0,3,1,TA,5,0,Detchd,1932.0,Unf,1,288,84,0,96,0,0,0,0,5,2008,114000
30,RL,60.0,5400,Reg,Corner,OldTown,1Story,4,7,1940,2005,VinylSd,VinylSd,None,0.0,Gd,PConc,TA,No,Unf,0,0,672,672,Gd,672,0,0,672,0.0,0.0,1,0,2,1,TA,4,0,Detchd,1997.0,Unf,1,308,88,108,0,0,0,0,0,7,2008,86900
50,RL,60.0,10836,Reg,Inside,OldTown,1.5Fin,5,5,1922,1950,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,TA,No,Unf,0,0,892,892,Ex,1254,182,0,1436,0.0,1.0,1,0,3,1,TA,7,1,Detchd,1968.0,Unf,4,1488,0,0,100,0,0,0,0,6,2008,139000
20,RL,78.0,10180,IR1,Corner,NAmes,1Story,5,6,1968,1968,HdBoard,Plywood,None,0.0,TA,CBlock,TA,No,Rec,744,0,168,912,TA,1044,0,0,1044,0.0,1.0,1,1,3,1,TA,5,1,Attchd,1990.0,Fin,2,372,200,48,0,0,0,0,450,6,2008,139000
20,RL,76.0,11355,IR1,Corner,NAmes,1Story,7,7,1958,2001,HdBoard,HdBoard,BrkFace,125.0,TA,CBlock,TA,No,BLQ,637,0,675,1312,Ex,1312,0,0,1312,0.0,0.0,1,1,3,1,TA,6,1,Attchd,1958.0,RFn,2,495,0,304,144,0,0,0,6500,4,2008,186000
20,RL,60.0,7200,Reg,Inside,NAmes,1Story,5,7,1951,1951,MetalSd,MetalSd,None,0.0,TA,CBlock,Fa,No,LwQ,432,0,444,876,TA,876,0,0,876,0.0,0.0,1,0,2,1,TA,5,1,Detchd,1972.0,Unf,2,576,0,0,0,0,0,0,0,2,2008,94000
20,RL,80.0,8000,Reg,Inside,NAmes,1Story,5,6,1959,1959,Other,Wd Sdng,None,0.0,TA,PConc,TA,No,BLQ,476,488,292,1256,Gd,1256,0,0,1256,1.0,0.0,1,1,3,1,Gd,6,0,Attchd,1959.0,RFn,1,311,0,240,0,0,0,0,0,5,2008,159000
20,RL,80.0,8000,Reg,Inside,NAmes,1Story,5,5,1962,1962,Other,MetalSd,None,0.0,TA,CBlock,TA,No,BLQ,520,319,188,1027,TA,1027,0,0,1027,0.0,1.0,1,0,3,1,TA,6,0,Attchd,1962.0,Unf,1,299,0,0,0,0,0,0,0,11,2008,125900
50,RL,60.0,8064,Reg,Inside,NAmes,1.5Fin,6,6,1948,1950,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,No,ALQ,315,0,453,768,Ex,819,501,0,1320,0.0,0.0,2,0,3,1,TA,5,0,Detchd,1994.0,Unf,2,576,108,0,0,0,0,0,0,9,2008,138000
45,RL,64.0,6390,Reg,Corner,NAmes,Other,6,7,1954,1954,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,No,Unf,0,0,936,936,TA,984,0,0,984,1.0,0.0,1,0,2,1,TA,4,0,Detchd,1954.0,Unf,1,280,0,0,0,0,0,0,0,6,2008,112500
50,RL,60.0,7200,Reg,Inside,NAmes,1.5Fin,6,5,1954,1954,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,No,Rec,673,0,181,854,Other,854,424,0,1278,0.0,0.0,1,0,4,1,TA,6,0,Attchd,1954.0,Unf,1,240,0,0,0,0,0,0,0,4,2008,127500
50,RL,60.0,7200,Reg,Inside,NAmes,1.5Fin,5,6,1955,1967,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,Mn,GLQ,370,0,398,768,Gd,1024,564,0,1588,0.0,0.0,1,1,3,1,TA,6,0,Detchd,1955.0,Unf,2,480,0,0,0,0,0,0,0,3,2008,150000
20,RL,60.0,7200,Reg,Inside,NAmes,1Story,5,7,1954,1954,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,No,Unf,0,0,825,825,TA,825,0,0,825,0.0,1.0,1,0,2,1,TA,4,0,Attchd,1954.0,Unf,1,350,0,0,0,0,0,0,0,7,2008,109500
20,RL,69.0,7590,Reg,Inside,NAmes,1Story,5,5,1963,1963,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,No,Unf,0,0,1117,1117,Ex,1117,0,0,1117,0.0,0.0,1,0,3,1,TA,6,0,Attchd,1963.0,Unf,1,264,0,0,0,0,0,0,0,5,2008,136870
20,RM,56.0,9836,Reg,Inside,OldTown,1Story,6,5,2008,2008,VinylSd,VinylSd,None,0.0,TA,PConc,TA,No,GLQ,96,0,96,192,Gd,1133,0,0,1133,1.0,0.0,1,0,3,1,TA,7,0,Detchd,2008.0,Unf,1,308,0,175,0,0,0,0,0,12,2008,143000
50,RM,57.0,9184,Reg,Inside,OldTown,1.5Fin,5,7,1948,2005,Other,Other,None,0.0,TA,BrkTil,TA,No,Unf,0,0,780,780,Ex,948,375,0,1323,0.0,0.0,1,0,3,1,TA,6,0,Detchd,1948.0,Unf,2,400,0,0,0,0,0,0,0,7,2008,122600
70,RM,80.0,4800,Reg,Inside,OldTown,2Story,5,5,1910,2003,Other,Other,None,0.0,TA,BrkTil,TA,No,Unf,0,0,680,680,Other,680,680,0,1360,0.0,0.0,1,0,2,1,TA,6,0,Attchd,1910.0,Unf,1,330,192,50,0,0,0,0,0,1,2008,111000
30,RM,60.0,4800,Reg,Corner,OldTown,1Story,5,4,1940,1950,MetalSd,MetalSd,None,0.0,TA,CBlock,Fa,No,Unf,0,0,672,672,TA,672,0,0,672,0.0,0.0,1,0,2,1,TA,4,0,Detchd,1950.0,Unf,1,256,0,0,0,0,0,0,0,8,2008,64000
75,RM,60.0,6000,Reg,Inside,OldTown,Other,6,7,1915,2005,Wd Sdng,Wd Sdng,None,0.0,Gd,BrkTil,TA,No,Unf,0,0,728,728,Gd,728,728,0,1456,0.0,0.0,1,1,4,1,Gd,7,0,Detchd,1915.0,Unf,1,308,0,0,248,0,0,0,0,6,2008,139500
50,RM,63.0,7628,Reg,Inside,OldTown,1.5Fin,4,6,1940,1985,MetalSd,MetalSd,None,0.0,TA,BrkTil,TA,No,Unf,0,0,801,801,Gd,1095,561,0,1656,0.0,0.0,2,0,2,1,TA,8,0,Detchd,1958.0,Unf,2,440,187,0,0,0,0,0,0,5,2008,119164
50,RM,81.0,7308,Reg,Corner,OldTown,1.5Fin,5,5,1920,1950,Other,Other,None,0.0,Other,BrkTil,TA,No,Rec,360,0,576,936,Gd,960,780,0,1740,0.0,0.0,1,0,2,1,Ex,6,1,Detchd,1920.0,Unf,1,225,0,0,236,0,0,0,0,6,2008,122250
190,RM,60.0,10800,Reg,Inside,OldTown,1.5Fin,6,6,1940,1950,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,No,BLQ,590,0,294,884,TA,884,552,0,1436,0.0,0.0,2,0,3,2,TA,8,2,Detchd,1940.0,Unf,2,828,0,0,126,0,0,0,0,5,2008,155000
30,RM,60.0,6756,Reg,Inside,OldTown,1Story,5,6,1910,1950,MetalSd,MetalSd,None,0.0,TA,BrkTil,TA,No,Unf,0,0,481,481,TA,899,0,0,899,0.0,0.0,1,0,2,1,TA,5,0,Detchd,1930.0,Unf,1,200,0,0,96,0,0,0,0,9,2008,78000
50,RM,75.0,9000,Reg,Corner,OldTown,1.5Fin,5,6,1946,1950,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,No,Rec,445,0,459,904,Ex,904,595,0,1499,0.0,0.0,1,0,3,1,TA,5,1,Detchd,1959.0,Unf,3,869,0,20,0,0,0,0,0,6,2008,140000
20,RM,62.0,7311,Reg,Corner,OldTown,1Story,2,5,1946,1950,VinylSd,VinylSd,None,0.0,TA,BrkTil,TA,No,Unf,0,0,407,407,TA,407,0,0,407,0.0,0.0,1,0,1,1,TA,3,0,Detchd,1949.0,Unf,1,297,76,0,120,0,0,0,0,3,2008,46500
190,RM,69.0,9142,Reg,Inside,OldTown,2Story,5,5,1900,2006,MetalSd,MetalSd,None,0.0,TA,BrkTil,Fa,No,Unf,0,0,797,797,TA,830,797,0,1627,0.0,0.0,2,0,4,2,TA,10,0,Detchd,1950.0,Unf,2,420,192,0,60,0,0,0,0,2,2008,139500
75,RM,53.0,5350,Reg,Corner,OldTown,2Story,7,8,1920,1965,Wd Sdng,Other,None,0.0,TA,BrkTil,TA,No,BLQ,116,0,508,624,Ex,730,720,0,1450,0.0,0.0,1,0,3,1,TA,7,0,Detchd,1935.0,Unf,1,288,0,192,0,0,0,0,0,3,2008,132000
50,RM,69.0,9143,Reg,Corner,OldTown,1.5Fin,5,7,1900,2003,VinylSd,VinylSd,None,0.0,TA,CBlock,TA,No,Unf,0,0,346,346,Ex,709,308,0,1017,0.0,0.0,1,0,2,1,TA,5,0,Detchd,1961.0,Unf,1,308,0,0,139,0,0,0,0,5,2008,114000
190,RM,60.0,9600,Reg,Inside,OldTown,2Story,5,5,1920,1960,Other,Other,None,0.0,TA,BrkTil,TA,No,Rec,234,0,739,973,TA,1377,973,0,2350,0.0,0.0,2,0,4,2,TA,10,0,Other,1930.0,Unf,2,393,0,0,219,0,0,0,0,4,2008,130000
70,RM,60.0,11340,Reg,Inside,OldTown,2Story,2,1,1920,1950,Other,Other,None,0.0,Other,BrkTil,Fa,No,Unf,0,0,723,723,TA,723,363,0,1086,0.0,0.0,1,0,2,1,TA,5,0,Detchd,1920.0,Unf,2,400,0,24,144,0,0,0,0,11,2008,55000
70,RM,60.0,10800,Reg,Inside,OldTown,2Story,7,7,1890,1999,Wd Sdng,Other,None,0.0,TA,BrkTil,TA,Mn,Unf,0,0,1313,1313,Gd,1313,1182,0,2495,0.0,0.0,2,0,5,1,TA,10,1,Detchd,1950.0,Unf,2,342,0,299,0,0,0,0,0,12,2008,184000
20,RM,65.0,9750,Reg,Inside,OldTown,1Story,5,6,1959,1959,MetalSd,MetalSd,BrkFace,164.0,TA,CBlock,TA,No,Rec,200,0,784,984,Gd,984,0,0,984,1.0,0.0,1,0,2,1,Fa,5,0,Detchd,1959.0,Unf,1,308,0,0,0,0,0,0,0,6,2008,110000
20,RM,52.0,8516,Reg,Inside,OldTown,1Story,4,6,1958,2006,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,No,Unf,0,0,869,869,TA,1093,0,0,1093,0.0,0.0,1,0,2,1,TA,5,0,Detchd,1959.0,Unf,1,308,0,0,0,0,0,0,0,5,2008,115500
30,RL,55.0,7111,IR1,Inside,Other,1Story,5,7,1928,1983,Other,Other,None,0.0,Gd,BrkTil,TA,No,LwQ,406,273,329,1008,TA,1143,0,0,1143,0.0,0.0,1,0,2,1,TA,5,1,Detchd,1992.0,Unf,1,288,265,0,0,0,0,0,0,7,2008,138000
50,RM,50.0,5000,Reg,Inside,Other,1.5Fin,5,7,1941,2006,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,No,ALQ,600,0,72,672,Ex,832,378,0,1210,0.0,0.0,1,0,3,1,Gd,6,0,Detchd,1941.0,Unf,1,240,0,0,0,0,0,0,0,5,2008,124000
70,RM,59.0,5870,Reg,Corner,Other,2Story,6,9,1900,2000,HdBoard,HdBoard,None,0.0,TA,BrkTil,TA,No,Unf,0,0,554,554,Ex,736,554,0,1290,0.0,0.0,1,1,3,1,TA,6,0,Detchd,1926.0,Unf,1,200,38,112,0,0,0,0,400,4,2008,106900
50,RM,50.0,6000,Reg,Inside,Other,1.5Fin,6,7,1940,1989,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,No,ALQ,521,0,460,981,Ex,1014,658,0,1672,0.0,0.0,1,1,3,1,Gd,6,1,Detchd,1940.0,Unf,1,240,0,11,0,0,0,0,0,7,2008,164900
30,RM,50.0,6000,Reg,Inside,Other,1Story,5,7,1924,2003,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,TA,No,Unf,0,0,949,949,Ex,949,0,0,949,0.0,0.0,1,0,2,1,TA,5,1,Detchd,1924.0,Unf,2,370,0,0,48,0,0,0,0,7,2008,119000
50,RM,50.0,6000,Reg,Inside,Other,1.5Fin,6,7,1937,2000,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,TA,No,Rec,201,162,462,825,Ex,825,672,0,1497,0.0,0.0,2,0,3,1,TA,5,0,Detchd,2004.0,Unf,1,672,272,0,0,0,0,0,0,5,2008,157000
50,RM,50.0,6000,Reg,Inside,Other,1.5Fin,6,5,1939,1950,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,No,LwQ,264,0,475,739,Ex,874,468,0,1342,0.0,0.0,2,0,2,2,TA,7,1,Detchd,1939.0,Unf,1,240,0,0,0,0,0,0,0,4,2008,105000
45,RM,50.0,5000,Reg,Inside,Other,Other,6,7,1926,1950,MetalSd,MetalSd,None,0.0,TA,BrkTil,TA,No,Unf,0,0,992,992,Ex,1013,0,0,1013,0.0,0.0,1,0,3,1,TA,6,0,Detchd,1926.0,Unf,1,160,0,0,101,0,0,0,0,4,2008,113000
50,RM,60.0,5520,IR1,Other,Other,1.5Fin,5,7,1920,1997,Other,Other,None,0.0,TA,BrkTil,TA,No,ALQ,68,0,497,565,TA,565,651,0,1216,1.0,0.0,1,0,3,1,TA,6,1,BuiltIn,1920.0,RFn,1,355,0,0,180,0,0,0,0,4,2008,115000
50,RM,52.0,6240,Reg,Inside,Other,1.5Fin,4,7,1929,1950,MetalSd,MetalSd,None,0.0,TA,PConc,TA,No,BLQ,80,0,624,704,Ex,624,512,0,1136,0.0,1.0,1,0,2,1,TA,6,0,Detchd,1990.0,Unf,1,336,0,365,80,0,0,0,0,8,2008,123000
50,RM,52.0,6240,Reg,Inside,Other,1.5Fin,7,5,1939,1950,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,TA,Mn,Rec,300,240,449,989,TA,1245,764,0,2009,0.0,0.0,2,0,4,1,TA,7,1,Detchd,1939.0,Unf,2,400,0,20,0,0,0,0,0,1,2008,150000
70,RM,51.0,6120,Reg,Inside,OldTown,2Story,5,5,1923,1950,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,TA,No,LwQ,203,0,897,1100,TA,1226,676,0,1902,0.0,0.0,2,0,4,1,TA,7,0,Detchd,1960.0,Unf,2,576,0,139,55,0,0,0,0,10,2008,123500
50,RL,60.0,9144,Reg,Inside,Other,1.5Fin,6,4,1915,2004,VinylSd,VinylSd,None,0.0,TA,BrkTil,TA,No,Unf,0,0,810,810,Ex,1170,546,0,1716,0.0,0.0,2,0,4,1,Gd,8,0,Detchd,1970.0,Unf,2,672,0,195,0,0,0,0,0,3,2008,162500
50,RM,63.0,4347,Reg,Inside,OldTown,1.5Fin,6,8,1910,1950,MetalSd,MetalSd,None,0.0,Gd,BrkTil,Gd,No,Unf,0,0,796,796,Ex,825,784,0,1609,0.0,0.0,1,0,3,1,TA,7,0,Detchd,1910.0,Unf,1,228,0,182,0,0,0,0,0,6,2008,127500
70,RM,60.0,10266,Reg,Inside,Other,2Story,6,6,1952,1952,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,No,Rec,372,0,396,768,TA,768,768,0,1536,0.0,0.0,1,1,4,1,TA,7,0,Detchd,1952.0,Unf,1,308,0,216,80,0,0,0,0,5,2008,136000
50,RM,60.0,6876,Reg,Inside,Other,1.5Fin,6,6,1938,1958,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,TA,No,Unf,0,0,1272,1272,TA,1272,0,697,1969,0.0,0.0,2,0,4,1,TA,9,1,Detchd,1938.0,Unf,2,400,0,34,0,0,0,0,0,11,2008,141000
30,RM,60.0,7200,Reg,Corner,Other,1Story,6,7,1925,1992,VinylSd,VinylSd,None,0.0,TA,CBlock,TA,No,Unf,0,0,1040,1040,Gd,1040,0,0,1040,0.0,0.0,1,0,2,1,TA,5,0,Detchd,1993.0,Unf,2,320,0,132,0,0,0,0,0,7,2008,127500
50,RM,62.0,7006,Reg,Inside,Other,1.5Fin,6,6,1925,1950,Other,Other,None,0.0,TA,PConc,TA,No,Rec,121,0,647,768,TA,788,448,0,1236,1.0,0.0,2,0,3,1,TA,6,1,Detchd,1985.0,Unf,1,384,0,0,0,0,0,0,0,8,2008,127000
30,RM,60.0,10320,Reg,Inside,Other,1Story,5,8,1912,1991,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,Fa,No,Unf,0,0,451,451,TA,759,0,0,759,0.0,0.0,1,0,1,1,TA,5,0,Detchd,1997.0,Unf,2,576,40,0,0,0,0,0,0,8,2008,85000
20,RL,82.0,9488,Reg,Inside,Other,1Story,5,6,1947,1993,VinylSd,VinylSd,None,0.0,Gd,CBlock,TA,No,Unf,0,0,1046,1046,Gd,1054,0,0,1054,0.0,0.0,1,0,3,1,TA,6,0,Detchd,1947.0,Unf,1,240,0,60,122,0,0,0,0,9,2008,124000
80,RL,80.0,13014,Reg,Inside,Other,Other,6,5,1978,1978,HdBoard,Plywood,BrkFace,39.0,TA,CBlock,TA,Av,ALQ,528,0,480,1008,TA,1096,0,0,1096,1.0,0.0,1,0,3,1,TA,6,1,Attchd,1978.0,Unf,2,484,168,0,0,0,0,0,0,12,2008,157500
20,RL,68.0,10265,IR1,Inside,Other,1Story,5,7,1967,2005,HdBoard,HdBoard,None,0.0,TA,CBlock,TA,No,ALQ,758,0,234,992,Ex,992,0,0,992,1.0,0.0,1,0,3,1,Gd,6,0,Attchd,1967.0,RFn,1,294,204,0,0,0,0,0,600,7,2008,145000
190,RL,60.0,12900,Reg,Inside,Other,1Story,5,4,1920,1950,Other,Other,None,0.0,TA,PConc,TA,No,BLQ,1300,0,0,1300,Other,1140,0,0,1140,1.0,0.0,1,0,3,1,TA,6,0,Other,1920.0,Unf,2,400,0,0,190,0,0,0,0,1,2008,95541
20,RL,94.0,9239,Reg,Inside,Other,1Story,5,8,1963,2003,VinylSd,VinylSd,None,0.0,TA,CBlock,TA,No,GLQ,634,0,326,960,Ex,960,0,0,960,1.0,0.0,1,0,3,1,Gd,6,0,Attchd,1963.0,Fin,1,300,168,0,0,0,0,0,0,5,2008,144900
20,RL,88.0,14175,Reg,Inside,Other,1Story,6,8,1956,1956,HdBoard,HdBoard,None,0.0,TA,CBlock,TA,Gd,GLQ,776,0,212,988,TA,1188,0,0,1188,1.0,0.0,1,0,1,1,TA,4,1,Attchd,1956.0,Unf,2,621,102,89,231,0,0,0,0,6,2008,185000
50,RL,63.0,8375,Reg,Corner,Other,1.5Fin,5,7,1941,1973,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,TA,No,ALQ,336,0,240,576,Gd,864,486,0,1350,1.0,0.0,1,1,2,1,Gd,6,0,Other,1973.0,Unf,3,627,0,0,0,0,0,0,0,6,2008,152400
20,RL,82.0,20270,IR1,Other,Other,1Story,7,6,1979,1979,Plywood,Plywood,None,0.0,TA,CBlock,Gd,Gd,GLQ,599,0,925,1524,TA,1524,0,0,1524,1.0,0.0,2,0,3,1,TA,7,2,Attchd,1979.0,Fin,2,478,140,0,0,0,0,0,0,4,2008,245000
50,RL,50.0,5190,Reg,Inside,Edwards,1.5Fin,7,5,1948,1950,Other,Plywood,None,0.0,TA,CBlock,TA,No,Unf,0,0,570,570,TA,617,462,0,1079,0.0,0.0,1,0,2,1,TA,5,1,Attchd,1948.0,Unf,1,249,135,0,0,0,0,0,0,1,2008,125600
20,RL,68.0,9571,Reg,Inside,Edwards,1Story,5,6,1956,1956,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,Av,Rec,870,0,639,1509,TA,1509,0,0,1509,1.0,0.0,1,0,3,1,Gd,6,1,Attchd,1956.0,Unf,1,322,158,0,0,0,576,0,0,7,2008,159900
60,RL,50.0,9360,Reg,Corner,Edwards,2Story,6,8,1962,2001,VinylSd,VinylSd,BrkCmn,216.0,Gd,CBlock,TA,No,Rec,324,0,297,621,TA,621,648,0,1269,0.0,0.0,1,1,3,1,TA,7,0,Detchd,1962.0,Unf,1,280,0,236,0,0,0,0,0,11,2008,134500
20,RL,80.0,9938,Reg,Inside,Other,1Story,7,5,1994,1994,HdBoard,HdBoard,BrkFace,251.0,Gd,PConc,Gd,No,GLQ,1271,0,331,1602,Ex,1626,0,0,1626,1.0,0.0,2,1,3,1,Gd,7,1,Attchd,1994.0,RFn,2,534,424,40,0,0,0,0,0,4,2008,226500
80,RL,85.0,10541,IR1,Corner,Other,Other,7,5,1996,1996,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,Av,Unf,0,0,672,672,Ex,1302,735,0,2037,0.0,0.0,2,1,3,1,Gd,8,1,Attchd,1996.0,Fin,2,472,100,33,0,0,0,0,0,2,2008,229000
60,RL,65.0,10616,IR1,Inside,CollgCr,2Story,7,5,2007,2007,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,No,Unf,0,0,628,628,Ex,628,728,0,1356,0.0,0.0,2,1,3,1,Gd,6,1,BuiltIn,2007.0,Fin,2,484,100,24,0,0,0,0,0,3,2008,177439
20,RL,65.0,9345,IR1,Inside,CollgCr,1Story,8,5,2007,2007,VinylSd,VinylSd,Stone,156.0,Gd,PConc,Gd,Av,Unf,0,0,1615,1615,Ex,1615,0,0,1615,0.0,0.0,2,0,3,1,Gd,7,1,Attchd,2007.0,RFn,3,864,168,30,0,0,0,0,0,5,2008,248500
20,RL,91.0,11778,Reg,Inside,CollgCr,1Story,9,5,2008,2008,VinylSd,VinylSd,Stone,554.0,Gd,PConc,Gd,Gd,GLQ,2085,0,186,2271,Ex,2276,0,0,2276,1.0,0.0,2,0,3,1,Ex,7,2,Attchd,2008.0,RFn,3,1348,0,0,70,0,255,0,0,6,2008,475000
20,RL,91.0,11778,Reg,Inside,CollgCr,1Story,9,5,2008,2008,VinylSd,VinylSd,Stone,402.0,Other,PConc,Ex,Av,GLQ,1153,0,598,1751,Ex,1766,0,0,1766,1.0,0.0,2,1,3,1,Ex,8,2,Attchd,2008.0,Fin,3,874,216,36,0,0,0,0,0,12,2008,395039
20,RL,65.0,9750,Reg,Inside,CollgCr,1Story,5,7,1994,1994,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,No,GLQ,722,0,268,990,Ex,990,0,0,990,1.0,0.0,1,0,3,1,TA,5,0,Detchd,1997.0,Unf,2,528,168,0,0,0,0,0,0,8,2008,155000
60,RL,68.0,8998,IR1,Inside,CollgCr,2Story,7,5,2000,2000,VinylSd,VinylSd,BrkFace,120.0,Gd,PConc,Gd,Mn,GLQ,527,0,255,782,Ex,782,870,0,1652,0.0,0.0,2,1,3,1,Gd,6,0,Attchd,2000.0,RFn,2,532,0,70,0,0,0,0,0,6,2008,207500
60,RL,75.0,12192,IR1,Inside,CollgCr,2Story,7,5,2000,2001,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,No,GLQ,663,0,265,928,Ex,928,895,0,1823,1.0,0.0,2,1,3,1,Gd,6,0,Attchd,2000.0,RFn,2,626,192,36,0,0,0,0,4500,5,2008,235000
20,RL,40.0,14330,IR1,Other,CollgCr,1Story,5,6,1975,2001,Plywood,Wd Sdng,None,0.0,TA,CBlock,TA,No,Rec,88,596,180,864,TA,1558,0,0,1558,1.0,0.0,2,0,2,1,TA,5,0,Attchd,1975.0,Fin,2,440,140,0,239,0,227,0,0,8,2008,163000
60,RL,41.0,10905,Other,Other,CollgCr,2Story,7,5,2003,2003,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,No,Unf,0,0,1129,1129,Ex,1129,1198,0,2327,0.0,0.0,2,1,4,1,Gd,9,1,BuiltIn,2003.0,RFn,2,596,0,57,0,0,0,0,0,8,2008,240000
60,RL,96.0,11690,IR1,Inside,CollgCr,2Story,8,5,1999,2000,VinylSd,VinylSd,BrkFace,192.0,Gd,PConc,Gd,Av,Unf,0,0,850,850,Ex,886,878,0,1764,0.0,0.0,2,1,3,1,Gd,7,1,Attchd,1999.0,Unf,2,560,120,29,0,0,0,0,0,6,2008,207000
90,RM,83.0,10126,Reg,Corner,CollgCr,Other,6,5,1997,1998,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,Gd,GLQ,1593,162,83,1838,Ex,1838,0,0,1838,2.0,0.0,2,0,2,2,TA,8,0,Attchd,1998.0,Unf,3,721,160,67,0,0,0,0,0,7,2008,185000
20,RL,75.0,9750,Reg,Inside,CollgCr,1Story,7,5,2004,2004,VinylSd,VinylSd,Stone,50.0,Gd,PConc,Gd,Mn,GLQ,24,0,1421,1445,Ex,1445,0,0,1445,0.0,0.0,2,0,3,1,Gd,6,0,Attchd,2004.0,Unf,2,470,0,35,0,0,0,0,0,6,2008,186500
20,RL,85.0,11058,Reg,Corner,CollgCr,1Story,7,6,2007,2007,VinylSd,VinylSd,Stone,212.0,Gd,PConc,Gd,No,GLQ,56,0,1508,1564,Ex,1564,0,0,1564,0.0,0.0,2,0,3,1,Gd,6,0,Attchd,2007.0,RFn,3,814,0,24,0,0,0,0,0,2,2008,218836
20,RL,74.0,9627,Reg,Inside,CollgCr,1Story,7,5,2007,2007,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,Av,GLQ,24,0,1327,1351,Ex,1361,0,0,1361,0.0,0.0,2,0,3,1,Gd,6,0,Attchd,2007.0,RFn,2,610,0,50,0,0,0,0,0,6,2008,193000
20,RL,75.0,9825,Reg,Inside,Edwards,1Story,5,5,1966,1966,HdBoard,HdBoard,None,0.0,TA,CBlock,TA,No,Rec,609,0,483,1092,TA,1092,0,0,1092,0.0,0.0,1,0,3,1,TA,6,0,Attchd,1966.0,Unf,1,264,259,0,0,0,161,0,0,4,2008,123000
85,RL,64.0,12102,Reg,Inside,Edwards,Other,5,5,1976,1976,HdBoard,Plywood,BrkFace,222.0,TA,CBlock,Gd,Gd,ALQ,456,0,0,456,Ex,1033,0,0,1033,0.0,1.0,1,0,3,1,TA,6,0,BuiltIn,1976.0,RFn,2,504,224,0,0,0,0,0,0,4,2008,165000
